Número;Nome;ViaVerde;EMail;Telemovel;NIF;NCC;NISS;DataNascimento
7971;Catarina Bogas Castro Real;14510-277;catarinacbcr@sapo.pt;940247373;120819405;73080226;44028692898;1967-04-16
7972;Luis Antunes Andrade Lobato Barros Dinis;5930-502;luislaalbd@gmail.com;955305727;113661763;33297702;76988178485;1997-04-11
7973;Liliana Vivas Estrela Rocha Farias Mota Cabral;18581-162;lilianalverfmc@sal.ipg.pt;949046114;485889952;99437178;52881202372;1968-10-17
7974;Pedro Amorim Real Azevedo Clementino;14081-28;pedroparac@sapo.pt;967574903;126611286;73724699;39998497808;1955-07-23
7975;Duarte Cardoso Azeredo Queiros Quadros Brito;5119-332;duartedcaqqb@hotmail.com;925038881;129695423;74654149;75587155292;1961-11-16
7976;Duarte Moura Mourão Soeiro Baptista Proenca Pacheco;11002-711;duartedmmsbpp@hotmail.com;948652307;349144185;58676320;14148581341;1954-03-08
7977;Francisco Mora Ferraz Nascimento Mota Almada;16317-465;franciscofmfnma@hotmail.com;913781925;196768479;89423814;91662088292;1970-06-30
7978;Camilo Ferraz Amorim Real Carreira Nogueira;8186-20;camilocfarcn@hotmail.com;911602693;491269470;92538080;23436798299;1964-04-30
7979;Dora Rocha Coelho Soeiro Leal;16866-306;doradrcsl@gmail.com;954347034;379951832;34672150;80842287976;1995-05-28
7980;Paulo Leal Carneiro Amora;11039-117;pauloplca@sapo.pt;939026790;181223459;72684329;85511940825;1971-12-01
7981;Francisca Amado Almeida Nascimento Rego Silva Cunha;3118-452;franciscafaanrsc@gmail.com;928671020;464488408;60350475;44725222138;1956-09-18
7982;Bruna Martins Pinheiro Rego Mendes;9664-935;brunabmprm@hotmail.com;923201700;210428749;72638422;42234742089;1944-09-25
7983;Clarice Carrico Moreno Ferro;10732-475;clariceccmf@sapo.pt;939295325;231627659;25485900;98755324914;1947-06-05
7984;Vitor Moreno Andrade Amora Macedo;3627-411;vitorvmaam@sal.ipg.pt;961989211;155637801;25141378;27749567973;1999-05-06
7985;Celina Domingos Arouca Dias Soeiro Clementino Calheiros;9836-406;celinacdadscc@sapo.pt;965646267;466249651;84192441;49725072149;1970-10-25
7986;Carina Carvalheira Ramalho Dinis Valbom;1100-659;carinaccrdv@sal.ipg.pt;962152312;377606967;51956497;85287645609;1995-06-12
7987;Catarina Antunes Amorim Andrade;10898-507;catarinacaaa@hotmail.com;928801915;409593965;46167164;99916820231;1984-01-07
7988;Bruno Arouca Amora Tinoco Castanheira Pinto Tinoco;6427-678;brunobaatcpt@sapo.pt;962617151;149142135;80605220;64266202726;1964-01-02
7989;Lucas Amorim Calado Mora Ferro Carneiro Macedo;18142-960;lucaslacmfcm@hotmail.com;935936699;232976903;36162978;81270426273;1980-10-19
7990;Odete Arantes Paredes Rego Soeiro;4660-635;odeteoaprs@hotmail.com;957456343;198168613;39187769;99584878814;1994-01-04
7991;Clarice Real Eanes Lopes Antunes;1767-826;claricecrela@gmail.com;925913424;206617251;50463857;58339925716;1941-02-17
7992;Camilo Martins Ferraz Matos Proenca;7622-349;camilocmfmp@hotmail.com;927208988;309609327;55793030;56180885197;1976-03-04
7993;Clarice Calado Arouca Amorim;2565-599;clariceccaa@gmail.com;953391715;331589262;95967359;50847755040;1943-12-14
7994;Basilio Macedo Mourão Pacheco;8416-471;basiliobmmp@gmail.com;934278891;132692579;22928179;67561769091;1966-07-27
7995;Daniel Real Castro Mateus Carrico;15134-333;danieldrcmc@sal.ipg.pt;948531050;220492894;86931242;95417063459;1992-03-29
7996;Ana Barros Pinheiro Bogas;14558-688;anaabpb@hotmail.com;953406774;439318511;76311880;95696275918;1994-04-10
7997;Cristiano Martins Pinheiro Barros Pinheiro Clementino;17700-435;cristianocmpbpc@hotmail.com;937210821;469848655;83232230;44789167674;1988-06-16
7998;Luis Amorim Caneco Azenha Caneco Moreira Proenca;7789-203;luislacacmp@gmail.com;957221436;327473647;87618129;16489464200;1988-07-21
7999;Bruno Baptista Calado Queiros Estrela Pinheiro Mendes;7062-318;brunobbcqepm@sapo.pt;933226083;166978621;27285826;84040385975;1982-09-06
8000;Luis Macedo Amorim Azevedo;13050-725;luislmaa@sal.ipg.pt;964501377;490942626;88700852;54715485757;1953-02-06
8001;Clarice Matos Estrela Carneiro Leão;13100-326;claricecmecl@hotmail.com;912217914;159809454;55830093;55205251352;1947-06-24
8002;Celina Castro Azenha Mateus Almada;13628-831;celinaccama@gmail.com;945081136;363755849;59436125;36190884270;1974-06-27
8003;Ana Almada Belchior Lobato Mota;17302-387;anaaablm@hotmail.com;934378990;421011485;92209967;66994982045;1980-02-05
8004;Marisa Mota Arouca Lopes Carreira Rego;5716-333;marisammalcr@sapo.pt;964034219;175344302;24074472;28313529978;1944-02-09
8005;Catarina Leão Martins Ferreira Coelho Seixas;3839-355;catarinaclmfcs@sapo.pt;951095460;373370418;35614607;21190782769;1946-05-27
8006;Vitor Brito Amora Lobato;12597-171;vitorvbal@sal.ipg.pt;968100602;142146465;30632980;34210637451;1988-06-13
8007;Rita Tinoco Regueira Carvalheira Calheiros Azeredo;4315-309;ritartrcca@sal.ipg.pt;969386247;162249951;33536138;70069371851;1979-06-26
8008;Paulo Nogueira Macedo Barros Martins;12840-69;paulopnmbm@sapo.pt;932309889;105220370;34930205;24954250479;1950-04-22
8009;Leonor Real Calado Brito Barbosa Paredes;18399-429;leonorlrcbbp@gmail.com;960494288;323989826;64325574;70009318609;1975-02-18
8010;Alzinda Amorim Cipriano Silva Domingos Santos Vivas;10723-686;alzindaaacsdsv@sapo.pt;955961993;489102151;71558379;80438588803;1947-10-31
8011;Dina Castanheira Mendes Belchior;12285-789;dinadcmb@gmail.com;918774154;131260756;83151814;57550794054;1946-04-08
8012;Luis Brito Domingos Andrade Carrico Quadros Regueira;4918-818;luislbdacqr@sapo.pt;925895640;116894340;32121535;67818232130;1983-09-27
8013;Francisca Dinis Amora Dinis Regueira Lobato;8776-459;franciscafdadrl@sapo.pt;941996564;390527485;93517703;22462040619;1968-06-06
8014;Clotilde Carneiro Azenha Matos;12914-359;clotildeccam@gmail.com;951555681;292789437;37407622;61361128504;1976-03-21
8015;Bruna Almada Cunha Coelho Mourão;14801-342;brunabaccm@sapo.pt;933008808;129112360;65157156;64368908855;1940-03-06
8016;Claudio Aguiar Barbosa Carreira Leão Andrade Calheiros;9354-985;claudiocabclac@hotmail.com;916231391;234901216;65804748;65447607470;1985-03-25
8017;Catarina Rocha Moura Arantes Carreira Almeida Baptista;9243-159;catarinacrmacab@gmail.com;925062044;290481333;92734186;86234856690;1961-04-26
8018;Duarte Fonseca Leão Ramalho Coelho;5931-427;duartedflrc@gmail.com;966773137;481337435;42058642;11431121384;1965-12-09
8019;Dulcineia Domingos Lopes Pires Barbosa Quadros;19107-568;dulcineiaddlpbq@sapo.pt;929212639;325444244;60742953;20374911024;1972-05-27
8020;Alzinda Cipriano Antunes Nogueira Azevedo Arouca Caiado;15273-97;alzindaacanaac@sapo.pt;963781273;104708720;27438394;95746317249;1954-04-20
8021;Pedro Caneco Bogas Azenha;15613-428;pedropcba@sapo.pt;927268110;300438486;98843756;87488378775;1958-11-22
8022;Rita Azeredo Vivas Barbosa Dias Silva;12644-527;ritaravbds@hotmail.com;911335838;201499863;66833413;91019324837;1951-05-25
8023;Celino Azenha Carreira Cunha Moreira;7505-683;celinocaccm@hotmail.com;968203737;345270595;71307999;60930489081;1961-09-23
8024;Rodolfo Soeiro Carrico Matos Rego Cunha Rego;9178-788;rodolforscmrcr@sal.ipg.pt;949202880;302025925;48133452;21850976039;1994-01-26
8025;Francisco Coelho Rosado Amorim Dias Amorim Pires;9987-239;franciscofcradap@sapo.pt;938775511;379491277;69460979;47198918827;1942-02-02
8026;Dulce Arantes Matos Ramalho Leão Valbom Baptista;5370-850;dulcedamrlvb@sapo.pt;916751748;282913487;99418759;47715293097;1943-05-11
8027;Vitor Carrico Rego Mateus Quadros Azeredo Azevedo;12350-323;vitorvcrmqaa@gmail.com;935269355;480064711;66241951;61306570486;1967-12-20
8028;Celino Carmona Tinoco Cabral;9081-890;celinocctc@sal.ipg.pt;946729967;371960859;32094753;35963356823;1948-03-16
8029;Dolores Carrico Aguiar Almada Ramalho Cabral Cipriano;2344-80;doloresdcaarcc@gmail.com;953859915;293526472;43861222;40984996393;1945-11-12
8030;Dora Ramalho Nascimento Calheiros Azevedo Aguiar Barros;3421-319;doradrncaab@hotmail.com;933225832;176217263;28545778;55413406411;1979-01-07
8031;Silvia Caneco Pires Tinoco Estrela Ferro;16238-452;silviascptef@gmail.com;920688493;464085182;73845491;16226091853;1946-07-23
8032;Francisco Leal Caneco Carneiro;19016-875;franciscoflcc@gmail.com;918706987;334108968;70461973;80514688412;1977-11-29
8033;Vitor Pires Mora Caneco Quadros Mateus Carrasco;11821-471;vitorvpmcqmc@hotmail.com;949241013;385198823;38234988;12797988591;1964-08-17
8034;Clarice Rocha Belchior Arantes Carmona;19688-484;claricecrbac@sal.ipg.pt;943913499;294087734;62555666;51219306726;1999-06-06
8035;Bruno Lobato Seixas Quadros Carreira Ramalho;4673-369;brunoblsqcr@hotmail.com;953298788;197446360;68396324;40759574011;1942-03-10
8036;Celina Azevedo Rocha Estrela Matos Sequeira;15050-129;celinacarems@hotmail.com;924009049;421382646;70066524;12493708360;1971-06-12
8037;Carina Nunes Leão Regueira Carvalheira Dias Calado;16472-526;carinacnlrcdc@sal.ipg.pt;969006564;192699684;50868346;83640485050;1986-11-10
8038;David Peres Arouca Pires Farias;15996-687;daviddpapf@sal.ipg.pt;961243028;391568550;47585701;95981332155;1998-04-14
8039;Bóris Amado Arouca Leão Carrico Leão Ferro;18908-387;bórisbaalclf@sapo.pt;939749968;253956680;64614750;63868557551;1961-06-29
8040;Francisco Bogas Caiado Martins Antunes;3392-942;franciscofbcma@sal.ipg.pt;948871444;313359020;67495099;45515984545;1967-02-25
8041;Marisa Andrade Arantes Andrade Bacelar Calheiros;18225-233;marisamaaabc@sapo.pt;959946553;417526222;59343077;94636155656;1970-07-13
8042;Hugo Tinoco Azenha Amorim Barros Seixas Ferro;19135-768;hugohtaabsf@sal.ipg.pt;931683478;152005914;85515169;55644356024;1992-06-08
8043;Bóris Bogas Moura Amorim Brito Macedo;12384-743;bórisbbmabm@hotmail.com;926900118;281117107;55000258;39155668377;1983-03-15
8044;Marisa Ferro Cunha Domingos Cabral Mora Quadros;9230-796;marisamfcdcmq@hotmail.com;969694765;386241195;81455749;65889946961;1944-08-10
8045;Bruno Moreira Cardoso Amorim Amora Mendes;18737-483;brunobmcaam@sapo.pt;955562639;457863377;85240099;32989385373;1953-07-10
8046;Joana Azenha Carrico Macedo Cabral;2839-427;joanajacmc@sapo.pt;925896516;440078348;63401124;80541484853;1971-02-11
8047;Paulo Macedo Antunes Ferro Quadros Azenha Silva;1528-794;paulopmafqas@sal.ipg.pt;928187197;142755204;64405288;67053342703;1997-08-17
8048;Bruna Cardoso Sequeira Coelho Soeiro;2683-397;brunabcscs@sal.ipg.pt;911666385;194082489;45777906;13573806381;1960-06-30
8049;Daniel Moreno Martins Farias Proenca;17609-18;danieldmmfp@sal.ipg.pt;941684936;435006427;65797371;57903638879;1993-12-11
8050;Dolores Matos Amado Almada;10671-831;doloresdmaa@sal.ipg.pt;924297681;499321622;42773240;93275264000;1960-02-16
8051;Duarte Nogueira Domingos Moreno;2558-89;duartedndm@hotmail.com;923647013;243898223;38573574;92708792319;1983-09-11
8052;Soraia Bogas Baptista Rosado;15775-655;soraiasbbr@sapo.pt;969209651;227954239;30387778;94037808540;1970-06-12
8053;Celso Arantes Caneco Azeredo Quadros Azevedo Leão;18010-724;celsocacaqal@sal.ipg.pt;922945995;118614125;79407908;86167769119;1940-08-10
8054;Lucas Baptista Andrade Moreno Dinis Domingos;15841-176;lucaslbamdd@sapo.pt;969270223;481024907;49618483;95886605052;1947-05-15
8055;Carina Carrasco Carrico Andrade Cipriano Fonseca Real;11366-144;carinacccacfr@sapo.pt;969115576;489264714;49063376;76772890844;1998-09-13
8056;Clotilde Azenha Caneco Martins Real Leal Barbosa;10007-820;clotildecacmrlb@gmail.com;959698905;212431351;36161583;20942551035;1960-06-10
8057;Rita Bacelar Azeredo Rego Bacelar Domingos Carneiro;12084-324;ritarbarbdc@gmail.com;948911660;343780479;71954781;23745136260;1962-04-08
8058;Joana Pinheiro Castanheira Clementino;10689-662;joanajpcc@gmail.com;964471484;449991398;52912213;87783907807;1953-07-29
8059;Claudio Pires Amorim Andrade Farias;18355-399;claudiocpaaf@gmail.com;964014962;407331546;42715570;64282860536;1975-04-20
8060;Daniel Domingos Quadros Amorim Amorim;17796-588;danielddqaa@gmail.com;961016892;378226465;36104776;64721097985;1991-05-03
8061;Soraia Barros Calado Proenca Rosado Azenha;15058-172;soraiasbcpra@sapo.pt;955082918;318592639;91299147;38890563649;1995-11-08
8062;Carina Baptista Aguiar Mourão Mourão;8462-101;carinacbamm@sal.ipg.pt;967913123;477027639;62079393;50329564584;1997-11-05
8063;Eduarda Lobato Nascimento Martins Soeiro Pinto Moreno;17256-229;eduardaelnmspm@hotmail.com;928762051;427224555;55466772;76182313157;1996-11-05
8064;Claudio Caneco Coelho Carrico Macedo Domingos;14413-270;claudioccccmd@sapo.pt;918985964;291799919;43255142;73973888897;1952-04-30
8065;Hugo Pinto Cabral Antunes Barros;6195-976;hugohpcab@gmail.com;948612699;255327128;47820006;34856336682;1995-01-25
8066;Hugo Silva Caneco Carreira Baptista Seixas Cunha;1349-992;hugohsccbsc@sal.ipg.pt;964112446;419515670;59039008;80263366001;1966-06-26
8067;Alzinda Macedo Lopes Soeiro Ferreira Amado;6866-802;alzindaamlsfa@sapo.pt;966253546;315910341;50184729;80982452309;1991-02-03
8068;Maria Ferreira Cunha Cabral Regueira Calheiros;8467-675;mariamfccrc@gmail.com;919945860;269523484;63382661;25016643049;1970-01-17
8069;Odete Mora Aguiar Pinheiro Valbom Moreira Aguiar;1473-39;odeteomapvma@hotmail.com;962034867;368883850;88342562;15397522357;1957-07-14
8070;David Tinoco Mendes Macedo Baptista Castro;17576-759;daviddtmmbc@hotmail.com;918227665;146426549;78309191;91468772101;1950-09-22
8071;Carlota Ferreira Farias Andrade Dias Barbosa Dinis;17753-202;carlotacffadbd@hotmail.com;925872633;275319692;60894049;84164898281;1951-06-12
8072;Lucas Cardoso Calado Carreira Cardoso Rosado Pinto;13297-138;lucaslccccrp@sapo.pt;946616282;359656912;41400572;86689914543;1964-04-20
8073;Hugo Pinheiro Rego Valbom;19124-776;hugohprv@sal.ipg.pt;912887061;193906894;88466128;54049036069;1995-01-04
8074;David Andrade Soeiro Azenha;11238-832;daviddasa@sapo.pt;964275130;303935219;92413933;43693834052;1957-06-21
8075;Lucas Carrico Leão Carrico Regueira;18600-612;lucaslclcr@sapo.pt;936967599;294292435;47037526;43428369259;1944-04-26
8076;Eduarda Castanheira Lobato Dinis Ferraz Rocha;4045-28;eduardaecldfr@sapo.pt;926822765;138274631;96613627;54411261735;1993-07-09
8077;Eduardo Paredes Vivas Queiros Carrico Pacheco Calheiros;9758-433;eduardoepvqcpc@hotmail.com;942450128;296929501;71852992;39493960955;1941-11-09
8078;Carlota Estrela Rego Rosado;7146-586;carlotacerr@hotmail.com;929369256;147775260;36318271;47647198878;1953-11-25
8079;Bruno Queiros Lobato Mateus Nunes;9992-78;brunobqlmn@hotmail.com;915926945;440641185;97397978;69491212066;1995-03-17
8080;Leonor Ferraz Antunes Baptista Valbom;18260-388;leonorlfabv@hotmail.com;929946667;480426653;82456228;83886120041;1952-10-25
8081;Luis Pacheco Mota Caiado Calado Silva;11086-105;luislpmccs@sal.ipg.pt;951608459;452591778;86795217;44006016837;1971-12-13
8082;Bruna Carvalheira Pinheiro Azeredo Pinto Azeredo;4471-907;brunabcpapa@sal.ipg.pt;953568321;294917368;53166024;51643430890;1957-04-26
8083;Ana Pires Real Mateus Carmona;11796-660;anaaprmc@sapo.pt;928941543;368029454;66862098;34417680962;1989-09-19
8084;Paula Matos Nascimento Cipriano;13977-299;paulapmnc@hotmail.com;965966404;343263903;54964372;34938762223;1976-07-27
8085;Dulcineia Paredes Lopes Castro Macedo Carmona Nascimento;9992-785;dulcineiadplcmcn@sal.ipg.pt;954680019;269509490;73780210;46790156918;1949-08-22
8086;Alzinda Azeredo Carmona Arouca Pacheco;10772-184;alzindaaacap@gmail.com;941810937;185071955;36978368;92342177765;1962-10-09
8087;Luis Arantes Paredes Vivas Pacheco;10558-533;luislapvp@sal.ipg.pt;964228414;247638252;85679994;59635707526;1976-03-18
8088;Eduardo Lopes Tinoco Sequeira;14206-166;eduardoelts@hotmail.com;959056147;248025633;47650343;29631437944;1961-03-31
8089;Paulo Rosado Mendes Valbom Nunes;19289-678;pauloprmvn@hotmail.com;938839081;200073903;92492498;86273317126;1968-09-12
8090;Joana Rego Moreno Dinis Antunes Belchior Martins;18267-616;joanajrmdabm@sal.ipg.pt;915604105;156050234;38068409;60663232082;1944-08-16
8091;Dulcineia Rego Real Mateus Amora;3389-686;dulcineiadrrma@sal.ipg.pt;911972526;380597038;58532240;43713985690;1973-07-21
8092;Ricardo Ramalho Soeiro Queiros Carneiro;10559-547;ricardorrsqc@hotmail.com;927779567;237121585;67235585;24841970904;1986-03-01
8093;Dolores Mota Paredes Leal Paredes Estrela;13116-475;doloresdmplpe@sal.ipg.pt;921364892;390920372;24331301;93734206822;1943-05-12
8094;Luis Real Carneiro Caiado Rocha;13331-200;luislrccr@hotmail.com;952423772;403007368;59332498;42490108276;1949-12-23
8095;Catarina Martins Mourão Pires Carneiro;2590-953;catarinacmmpc@sapo.pt;924554938;418877358;42011417;14517115946;1946-02-15
8096;Rodolfo Valbom Tinoco Arouca Proenca;14337-921;rodolforvtap@hotmail.com;962090648;300958861;68319661;19051119504;1945-06-08
8097;Francisca Dinis Domingos Proenca Nunes;6140-869;franciscafddpn@hotmail.com;955885497;471351567;54452308;88381652518;1954-03-22
8098;Pedro Amorim Peres Rego Carrasco Regueira;4880-428;pedropaprcr@gmail.com;955907545;400966846;42932208;83101438178;1994-03-12
8099;Clarice Cabral Ramalho Rosado;8477-412;clariceccrr@sapo.pt;917338377;162692102;85110809;28208491424;1949-01-07
8100;Bruna Leão Cipriano Cardoso Almeida Mateus Ramalho;1808-282;brunablccamr@sapo.pt;926725690;469423763;64749929;92851103572;1944-09-14
8101;Cristiana Ferro Amora Pinheiro;17602-419;cristianacfap@sapo.pt;929634126;270287468;60660229;71364380828;1950-08-10
8102;Eduarda Lobato Amorim Brito;9822-371;eduardaelab@gmail.com;923521812;393589592;80797421;59921629248;1970-07-01
8103;Dulce Leão Aguiar Nascimento Domingos;7795-333;dulcedland@sapo.pt;919309055;350469488;82633259;17728992911;1977-07-05
8104;Joana Pinto Seixas Amorim;2949-465;joanajpsa@sal.ipg.pt;923673223;263170114;31659617;96922349604;1986-01-12
8105;Clotilde Paredes Ferraz Pinheiro Caiado;8470-901;clotildecpfpc@gmail.com;921854131;276275369;81646313;64181435373;1989-03-19
8106;Cristina Carreira Mota Brito;7326-467;cristinaccmb@hotmail.com;927332396;398517712;77988941;35863799455;1974-02-07
8107;Bóris Seixas Andrade Mourão Amado;7690-760;bórisbsama@sapo.pt;939411082;385729422;28601895;83797114716;1969-07-30
8108;Joana Arouca Castanheira Barros Arouca Carneiro Rego;18784-626;joanajacbacr@sal.ipg.pt;926598044;323768799;69605766;42141364378;1963-10-27
8109;David Andrade Azenha Arantes Bacelar Domingos Baptista;10013-754;daviddaaabdb@sapo.pt;921485828;495712115;71578459;90602465347;1940-06-01
8110;Clotilde Calado Andrade Nunes Almada;15263-730;clotildeccana@gmail.com;929572640;167189159;56356138;43211836843;1960-02-06
8111;Dulce Rego Seixas Martins Martins Lobato Martins;9691-130;dulcedrsmmlm@sal.ipg.pt;963091370;261416640;72323026;60819708173;1989-10-28
8112;Celina Real Leal Mateus Leão Moura;2731-98;celinacrlmlm@sapo.pt;959736656;361971964;25362376;21378464474;1976-10-07
8113;Bóris Rosado Soeiro Amorim Mourão Barros Mendes;9581-107;bórisbrsambm@sal.ipg.pt;929489697;155906451;86965967;34962498753;1949-05-02
8114;Rodolfo Martins Mateus Moreira Mota;3003-879;rodolformmmm@sal.ipg.pt;927387159;448940744;51719702;42048621154;1951-11-27
8115;Odete Cabral Aguiar Pinheiro Belchior Calado;5626-317;odeteocapbc@sapo.pt;948989845;113872781;35212590;83232759251;1961-04-19
8116;Lucas Nascimento Lopes Carreira Soeiro Macedo Vivas;14001-670;lucaslnlcsmv@sapo.pt;919067805;132360535;64713463;28745815987;1971-08-24
8117;Silvia Cardoso Lobato Pinheiro Amorim Amado Bacelar;2745-107;silviasclpaab@gmail.com;952590747;426199753;28395116;21053654860;1973-05-21
8118;Bruna Amorim Quadros Macedo Pacheco;16548-216;brunabaqmp@sapo.pt;938491185;202231692;40574165;24312162658;1975-10-21
8119;Paulo Sequeira Amado Valbom;19054-117;paulopsav@gmail.com;952725463;481375975;57187870;64092044628;1996-03-01
8120;Camilo Arantes Regueira Azeredo Cunha Pinto Bogas;18332-633;camilocaracpb@sal.ipg.pt;917272571;271404620;59010755;15731798238;1995-07-01
8121;Paula Bogas Cunha Amado;13984-333;paulapbca@gmail.com;924508193;144430917;32065937;86689676113;1983-05-10
8122;Cristiano Nunes Paredes Farias Carvalheira Aguiar Castro;6790-232;cristianocnpfcac@hotmail.com;965455150;346796226;26711184;12374679920;1948-09-17
8123;Rodolfo Ramalho Belchior Lopes Silva;1131-899;rodolforrbls@hotmail.com;917584958;377256925;88189082;41892236333;1997-11-07
8124;Rodolfo Nunes Farias Arouca Amado Estrela Baptista;15168-354;rodolfornfaaeb@sapo.pt;942680808;336317345;59302934;34103593207;1958-08-02
8125;Lucas Nogueira Dias Soeiro;4979-741;lucaslnds@hotmail.com;954337885;404572434;36576565;84479258856;1994-10-21
8126;Bóris Carvalheira Dias Ramalho;16280-412;bórisbcdr@sal.ipg.pt;936581611;357210149;84526272;89156096315;1974-06-13
8127;Claudio Domingos Clementino Rego Valbom;19312-305;claudiocdcrv@gmail.com;918476172;135077059;46525573;13612744210;1972-08-18
8128;Rodolfo Moreira Almada Amado;1190-393;rodolformaa@hotmail.com;922206342;402970796;38752457;46655400254;1941-08-30
8129;Francisco Cabral Valbom Estrela;8992-700;franciscofcve@sapo.pt;928187544;252013992;44674696;76108547212;1976-02-07
8130;Leonor Amado Farias Castro Coelho Clementino Moreira;10757-239;leonorlafcccm@sapo.pt;953541954;410629845;81156892;77476379886;1964-02-19
8131;Paula Estrela Tinoco Coelho Cabral Ferraz Vivas;1920-872;paulapetccfv@hotmail.com;939549619;199840139;36418936;78153577608;1947-02-20
8132;Bóris Moreira Ferro Calado;16111-903;bórisbmfc@gmail.com;949978442;146853271;46032051;61942385408;1954-10-31
8133;Clarice Rocha Carreira Aguiar;9039-559;claricecrca@gmail.com;965675245;170397958;26384662;66498117939;1973-05-24
8134;Paulo Arantes Santos Leal Soeiro Ferraz;18424-290;paulopaslsf@sal.ipg.pt;920254885;439783465;40558315;29606064142;1992-08-16
8135;Maria Brito Caneco Mota Azeredo;19685-792;mariambcma@gmail.com;929744816;190485695;95652009;88773898772;1995-09-28
8136;Dora Brito Moreno Caiado Paredes Nunes;6581-468;doradbmcpn@hotmail.com;922121123;160605696;24825878;18925091434;1977-01-25
8137;Clarice Carvalheira Castanheira Mota Amorim;11792-593;claricecccma@sapo.pt;946897677;474730377;63156129;99227283995;1987-12-10
8138;Odete Aguiar Farias Domingos Paredes;8185-67;odeteoafdp@sal.ipg.pt;946560623;145080071;44161200;57990626225;1974-08-05
8139;Luis Amora Pinheiro Paredes Nogueira Mota;19694-420;luislappnm@sal.ipg.pt;932298054;159988003;66982315;28302817149;1976-07-21
8140;Cristina Andrade Valbom Bogas;19102-822;cristinacavb@gmail.com;913732646;338114484;24770657;91371576658;1977-01-15
8141;Dulce Ferreira Moreira Ferro Aguiar;7046-763;dulcedfmfa@sapo.pt;947606049;465993280;81308693;99254034933;1986-07-26
8142;Rita Domingos Barbosa Bacelar Castanheira Antunes;7347-243;ritardbbca@sal.ipg.pt;941136228;318707939;28840930;86503470008;1998-08-01
8143;Catarina Domingos Caiado Barros Castanheira Rego;9896-490;catarinacdcbcr@sal.ipg.pt;940132241;464849794;38864809;35917353268;1975-05-06
8144;Dulce Carvalheira Antunes Nogueira Bogas Calheiros;8161-37;dulcedcanbc@sapo.pt;948587790;372325799;78284662;83293411844;1973-05-23
8145;Celso Queiros Leão Almada;11243-270;celsocqla@sapo.pt;911828497;260722224;81425514;73849211917;1983-09-02
8146;Soraia Dinis Silva Valbom Martins Matos;17025-113;soraiasdsvmm@gmail.com;939382382;387543365;88976361;29072877394;1993-03-27
8147;Ana Coelho Barros Real Rocha;14869-587;anaacbrr@sal.ipg.pt;943289067;402906402;59870506;24481899978;1980-01-04
8148;Carla Rego Mourão Amorim Vivas Calheiros Silva;3014-280;carlacrmavcs@gmail.com;951615051;120173493;86218238;90916496979;1963-04-18
8149;Dolores Vivas Carrasco Cipriano Amado Arouca;1922-767;doloresdvccaa@gmail.com;954458296;137142488;71386807;60022140464;1940-12-31
8150;Joana Farias Eanes Amorim Quadros Barbosa Carvalheira;12164-571;joanajfeaqbc@sapo.pt;921371075;377845377;98560056;24562806999;1989-05-23
8151;Celino Pires Azenha Vivas Moreno Nascimento Azeredo;12110-552;celinocpavmna@hotmail.com;920819805;328261499;29532779;73264385429;1944-04-06
8152;Celina Andrade Leão Azenha;10038-357;celinacala@sal.ipg.pt;959479301;429557572;98213211;59063984170;1959-03-05
8153;Ana Lobato Rego Ramalho Caneco Paredes;13447-352;anaalrrcp@sapo.pt;936125427;225305369;47079299;15361984251;1995-12-21
8154;Basilio Rocha Lopes Valbom Nascimento Barros Moura;3363-972;basiliobrlvnbm@hotmail.com;954755367;357629113;61883019;34280645616;1994-12-07
8155;Bruno Arouca Arantes Rosado Pinheiro Carneiro Cardoso;14070-339;brunobaarpcc@sal.ipg.pt;933796967;152435288;25297215;57277223627;1967-11-02
8156;Leonor Barros Ferreira Queiros Paredes;8321-454;leonorlbfqp@sapo.pt;942483383;335981445;29236887;31436897350;1952-05-12
8157;Liliana Pinto Moreno Carrasco Matos;6973-267;lilianalpmcm@hotmail.com;940856491;354901528;31711020;61777910989;1996-04-20
8158;Dulce Baptista Matos Clementino Coelho;9377-914;dulcedbmcc@gmail.com;940727140;157553936;90498018;88163646041;1981-02-01
8159;Joana Carrasco Mota Moura Amado Fonseca;16661-829;joanajcmmaf@sal.ipg.pt;932169079;244074773;40122079;69817534490;1962-01-25
8160;Bóris Azenha Cipriano Carvalheira;10488-585;bórisbacc@gmail.com;950944134;193586404;69014987;79144556141;1954-04-20
8161;Duarte Baptista Antunes Pinto;10339-47;duartedbap@gmail.com;955929255;496963846;70092156;83323444551;1982-04-13
8162;Francisco Carvalheira Seixas Antunes Domingos Antunes;18497-548;franciscofcsada@sapo.pt;961971436;389837640;69107627;38101149457;1951-09-13
8163;Dulce Carrasco Ferreira Peres Fonseca;9119-870;dulcedcfpf@sal.ipg.pt;955891012;433364697;91908101;89152682040;1984-05-21
8164;Dulcineia Bogas Castro Arantes Carmona;8172-267;dulcineiadbcac@hotmail.com;948206719;357430046;52497357;25861823208;1991-10-29
8165;Celina Soeiro Arouca Bacelar Soeiro Valbom Leão;3198-764;celinacsabsvl@sal.ipg.pt;913398911;148269730;34266416;96891422176;1974-06-01
8166;Vitor Farias Carrasco Nogueira Silva Proenca;6475-181;vitorvfcnsp@sapo.pt;950327709;161694662;34757962;53492322899;1959-03-14
8167;Luis Castanheira Amorim Cardoso Estrela;3040-887;luislcace@sal.ipg.pt;962612835;408327186;30189610;77107565325;1964-05-31
