IDUTENTE;NOME;NUMERODISPOSITIVOELETRONICO
13666975;CRISTINA CARVALHEIRA MOURÃO CLEMENTINO;8058-843
13669561;CRISTIANA SANTOS CARMONA AGUIAR;11670-359
13672186;FRANCISCO CASTRO CASTANHEIRA CARNEIRO;19301-597
13673281;RITA MACEDO SEIXAS LEAL;11645-198
13673500;DAVID QUEIROS FARIAS CALADO COELHO ANDRADE;11395-825
13673695;PEDRO CABRAL CALHEIROS CARRICO;6154-703
13674677;CRISTIANO BARROS FONSECA BAPTISTA MATOS MOTA BELCHIOR;18271-763
13675401;CELSO DIAS MACEDO REAL BOGAS;1262-698
13676663;EDUARDO PINHEIRO ANDRADE CANECO MOURÃO CARMONA PINHEIRO;5005-756
13680366;VALDEMAR CARVALHEIRA SEQUEIRA FARIAS;13748-482
13681780;DOLORES CALHEIROS CLEMENTINO MOURA CARMONA MOURA;14989-728
13682063;CELINO ROCHA ALMADA MORA PAREDES CANECO;2184-155
13682735;SORAIA SEQUEIRA CARVALHEIRA SILVA BAPTISTA MATOS;11028-499
13683248;CLOTILDE SOEIRO BOGAS DIAS AMORIM CARRICO REAL;6118-642
13687080;JOANA AMADO AMORA MACEDO;16576-833
13687319;CRISTINA REGO ALMADA CARVALHEIRA;17524-591
13689779;LUIS BARROS BOGAS ANDRADE CARVALHEIRA BRITO FONSECA;18174-565
13692279;CELINA CARMONA MACEDO MATOS;4570-530
13693610;JOANA LOPES LOPES REGO BACELAR;15566-941
13694334;VALDEMAR MATEUS QUADROS SANTOS VALBOM SANTOS;7965-341
13695728;DANIEL AGUIAR FARIAS ARANTES;15373-129
13695773;ANA ROSADO ANDRADE DOMINGOS;16177-423
13697207;CLOTILDE PINHEIRO ALMEIDA ANDRADE;17783-167
13697694;DORA CARRASCO QUADROS MARTINS;13296-57
13701386;MARIA AGUIAR ROSADO ESTRELA SOEIRO;3355-478
13701933;BÓRIS MOREIRA NASCIMENTO MOTA;19075-604
13704789;DUARTE CAIADO ALMEIDA AZEVEDO REGO DIAS ROSADO;2491-243
13704977;JOANA NOGUEIRA CARNEIRO FERREIRA BOGAS MOTA;18752-505
13709156;BRUNO MOURÃO DINIS CALADO;3334-766
13709482;DINA AMORIM ALMADA MACEDO ALMADA REGUEIRA;2597-198
13711828;ODETE EANES AMORA ANDRADE AZENHA AGUIAR;14958-459
13712644;MARISA AZENHA MOURÃO CLEMENTINO CARMONA SILVA MENDES;15488-373
13714981;CRISTIANA BARBOSA PACHECO FARIAS ANDRADE MARTINS;9430-657
13719531;MARIA AMORIM ARANTES AMADO REGO CALHEIROS;20000-624
13720434;DUARTE SEQUEIRA CARREIRA FERREIRA AMORIM COELHO ANDRADE;6041-127
13724573;LEONOR CLEMENTINO SEIXAS CABRAL BACELAR DOMINGOS QUADROS;16917-635
13724606;EDUARDA MATOS BELCHIOR AMORA BARROS;17487-774
13726352;DULCINEIA LOBATO FARIAS CALHEIROS ANDRADE SEQUEIRA CUNHA;15885-27
13727534;JOANA TINOCO BAPTISTA DOMINGOS MOURÃO CAIADO;9513-219
13729699;DUARTE FONSECA AMORIM MATOS;19882-547
13729738;JOANA REGO MATEUS NUNES RAMALHO FERREIRA ALMADA;11727-289
13730355;PAULO BRITO ANDRADE FERRO REAL AMORIM QUADROS;9021-386
13730994;LEONOR VALBOM RAMALHO REAL MATOS LEÃO;15080-143
13731108;PEDRO SOEIRO MATOS CARREIRA;4739-539
13732119;CARLA CARRICO ROSADO SOEIRO;5189-695
13732651;RODOLFO CALADO ESTRELA SEIXAS AGUIAR SEIXAS;4520-782
13734185;PAULO MENDES TINOCO BRITO;9966-456
13734674;DINA PIRES ANDRADE PINHEIRO CANECO;14662-388
13734891;CLOTILDE ROSADO SEIXAS SEQUEIRA;16618-295
13737329;BRUNO MORENO FERRAZ AROUCA COELHO;1961-769
13739195;CLAUDIO ESTRELA AMORIM PROENCA BACELAR NUNES;10158-760
13740533;EDUARDA BRITO CARVALHEIRA MOURÃO PROENCA;2381-80
13741591;CARMO CARRICO LEÃO MOTA ALMEIDA AMORA COELHO;7978-119
13743187;CARMO DOMINGOS REGUEIRA MATOS DOMINGOS CASTRO FONSECA;13305-776
13744125;DORA SOEIRO DIAS BARBOSA MACEDO;12227-98
13745478;RITA PAREDES SOEIRO AMORA BARROS MARTINS MACEDO;6595-511
13745845;SORAIA CANECO LEAL MACEDO;15537-221
13755823;CLOTILDE AROUCA MORENO NUNES;14011-873
13756939;PAULO CARMONA ROCHA CUNHA MOREIRA AMORIM SEIXAS;5606-370
13757419;ANA CABRAL CARRICO PINHEIRO BRITO;2916-127
13757884;DORA CARDOSO FONSECA ARANTES REGO;12693-863
13760653;FRANCISCA SOEIRO AZEVEDO COELHO;4633-718
13762346;EDUARDO PINHEIRO BOGAS CABRAL MACEDO;8129-956
13764422;CATARINA AMADO PINHEIRO CAIADO CANECO;8923-389
13765656;DINA CALHEIROS SEIXAS PAREDES;10039-157
13765931;CELINA BRITO AZEVEDO LEÃO;14085-236
13766237;CLAUDIO NOGUEIRA FARIAS REGUEIRA CARRICO;8939-319
13766641;CRISTIANO CALADO NUNES QUEIROS COELHO PINTO;19686-224
13766831;CARLOTA LOPES ALMADA MENDES;1170-289
13768793;PEDRO CARVALHEIRA QUEIROS CABRAL FERRAZ PACHECO;15756-876
13770931;LEONOR MENDES AMORIM QUEIROS;16790-877
13772282;RITA CARVALHEIRA CARREIRA AGUIAR;12195-388
13774353;BÓRIS FERRO SEIXAS CARRASCO REAL PACHECO SILVA;3137-327
13775669;CELINA SANTOS SILVA PACHECO AZENHA PAREDES MOURA;7939-86
13778153;DINA FERREIRA MORENO MOURA;1838-332
13779345;PAULA DINIS NASCIMENTO BAPTISTA DOMINGOS;16592-189
13780398;DORA CASTANHEIRA MORA PINHEIRO CIPRIANO ROCHA RAMALHO;12029-549
13780931;CLARICE SEQUEIRA CABRAL DIAS CIPRIANO MORA;3375-636
13782521;ANA DINIS AMADO NUNES FARIAS DOMINGOS DOMINGOS;11769-15
13782861;SILVIA ANDRADE CARDOSO ROSADO;5188-134
13783431;MARISA PERES AMADO MORA;13964-127
13784849;PEDRO CALADO REGO RAMALHO;8373-920
13784884;CARINA AMORIM ROCHA PINHEIRO EANES AGUIAR PACHECO;18501-240
13785758;EDUARDO MOTA ESTRELA BAPTISTA ROCHA REGUEIRA;16273-960
13786138;CLARICE CARRASCO ANDRADE VIVAS AMADO ALMEIDA;11769-580
13786586;CLARICE MOREIRA PERES ANDRADE;6281-179
13791628;DORA REAL SILVA MOREIRA;17501-876
13791683;RODOLFO ARANTES VIVAS ROCHA AZEREDO BACELAR BARROS;2176-841
13793787;SORAIA QUADROS QUEIROS CASTRO;2019-273
13795721;DULCE AMORA BACELAR VALBOM CARRASCO;17946-385
13797221;CLARICE NOGUEIRA FERRO LEÃO CUNHA MATOS;13977-522
13799827;EDUARDA BELCHIOR CARVALHEIRA ALMEIDA VALBOM;6454-275
13800074;CATARINA PINHEIRO BACELAR ESTRELA AZEVEDO BRITO ALMADA;4840-365
13800671;PAULO CANECO ANTUNES MARTINS MOREIRA;6499-572
13803647;DOLORES PACHECO PINHEIRO CARRICO ARANTES REGUEIRA AMORIM;11111-461
13806348;CELINO BARROS VIVAS ARANTES PINHEIRO AMORIM PACHECO;5313-369
13808795;DULCINEIA FERREIRA QUADROS AMADO PINHEIRO;19279-419
13809453;CRISTINA LEÃO AMORA MATEUS FERRAZ MORENO BAPTISTA;10922-540
13813379;PAULO CUNHA MORENO MARTINS CARRICO;1825-419
13814307;PAULO AROUCA CARREIRA DIAS AZENHA CASTRO;7806-89
13815499;JOANA NOGUEIRA MOURA FONSECA CARRASCO MOTA;6388-435
13816317;JOANA BARROS PROENCA AMADO BACELAR;18318-32
13816789;RITA SOEIRO CARREIRA CALADO BACELAR ARANTES;16528-804
13818364;ALZINDA CIPRIANO BRITO ESTRELA;8997-272
13820412;RITA BRITO AMORIM AMORA;1897-30
13828403;BRUNO AZEVEDO ESTRELA MENDES;10941-674
13828575;PEDRO MARTINS AGUIAR ROSADO BOGAS PACHECO;9672-604
13828802;DOLORES MOREIRA PACHECO AZEVEDO ARANTES DINIS EANES;13012-689
13829620;CRISTINA CAIADO NOGUEIRA NUNES;16943-797
13830471;LILIANA AGUIAR AZEVEDO CARNEIRO REGO CARRASCO QUEIROS;10042-336
13832549;BÓRIS PIRES DOMINGOS PINTO;7682-964
13832971;BASILIO ANDRADE PROENCA ANDRADE MARTINS NASCIMENTO ANTUNES;7638-786
13834461;BRUNA SOEIRO ROCHA VIVAS;11462-810
13837817;CELSO CIPRIANO ANTUNES AZEREDO ANDRADE;3966-825
13840255;CLAUDIO LOPES MOURA LOBATO MARTINS RAMALHO CARDOSO;6930-323
13842000;BÓRIS FARIAS BARBOSA COELHO;9384-966
13845991;DOLORES PAREDES MOREIRA CASTANHEIRA CUNHA SOEIRO EANES;11587-681
13846902;VITOR DOMINGOS SOEIRO ESTRELA REGO;9202-815
13847428;CATARINA AMORIM ALMADA ROCHA CAIADO LOPES;2382-353
13847862;BASILIO CLEMENTINO MARTINS AZEVEDO;10928-897
13850353;BASILIO CARVALHEIRA PINTO CALADO BARROS RAMALHO BACELAR;4126-379
13852091;CARINA NASCIMENTO MOURÃO COELHO SOEIRO;16937-566
13854471;CARLA CARVALHEIRA CALHEIROS FERREIRA REGUEIRA SANTOS TINOCO;9498-594
13855970;BASILIO SEQUEIRA CALHEIROS QUADROS;16334-885
13856245;CARMO PINHEIRO QUEIROS ANDRADE;14533-248
13857452;PEDRO VIVAS CLEMENTINO CIPRIANO MOREIRA MENDES;7861-919
13857798;ODETE ESTRELA REGUEIRA ARANTES;10515-529
13858499;LEONOR VALBOM CAIADO ESTRELA ANTUNES PROENCA BOGAS;13859-595
13860078;PAULO DIAS SEIXAS TINOCO ANDRADE MATEUS;4738-343
13860563;CLAUDIO PINHEIRO ALMADA AROUCA;18537-915
13862450;CRISTIANA CARRASCO FERRAZ REGO ROSADO;6540-923
13863133;BASILIO PERES ROSADO CLEMENTINO;1051-737
13864981;LUCAS CASTRO CARRASCO MATEUS PACHECO AMORIM;6525-300
13866288;SILVIA CASTANHEIRA BRITO REGO;17575-360
13866772;CRISTINA CARMONA BARBOSA FONSECA;6252-434
13867020;DORA NUNES VIVAS NOGUEIRA EANES ESTRELA;12428-463
13869518;CLOTILDE TINOCO MATOS PERES;16248-69
13870739;SILVIA ANDRADE BRITO MACEDO AROUCA BRITO BARBOSA;5089-551
13871064;MARIA CAIADO CARVALHEIRA SOEIRO ALMADA PAREDES;1999-21
13871172;LUCAS MOTA REGUEIRA SOEIRO QUADROS CLEMENTINO SOEIRO;5182-105
13871675;DINA DINIS BELCHIOR CARREIRA;5151-87
13872090;CLOTILDE PAREDES CABRAL NOGUEIRA CAIADO SEIXAS AROUCA;17355-933
13873979;BERNARDO PAREDES MATEUS PROENCA;5160-424
13874110;RODOLFO MORENO REGO RAMALHO SEQUEIRA PINTO;19025-569
13874952;BERNARDO CARVALHEIRA DINIS MATEUS;7964-144
13875421;BRUNO MORENO CARREIRA MATOS AGUIAR VIVAS BARROS;17807-2
13875652;CLOTILDE PINTO CALADO MENDES;17714-159
13875860;CAMILO FONSECA BELCHIOR PACHECO;15269-436
13876508;CLOTILDE VIVAS SANTOS AMORIM CARMONA;6310-467
13877079;CLARICE CAIADO NOGUEIRA QUEIROS;3268-296
13879023;BRUNA NUNES AMORIM MOURA FERRO LOPES ROSADO;16503-27
13880667;DORA DINIS CARNEIRO CARDOSO LOBATO;11552-140
13882525;CLAUDIO CAIADO CAIADO VIVAS VALBOM LEÃO ARANTES;5226-63
13882610;CAMILO SANTOS BELCHIOR SEIXAS;13999-647
13882691;FRANCISCO TINOCO SANTOS CAIADO PAREDES MARTINS CARREIRA;15648-544
13883514;CARMO MOURA DOMINGOS CALADO SILVA LOBATO MORENO;5986-18
13885346;LEONOR MOURA CALHEIROS PROENCA MOTA MORA;6115-638
13886782;EDUARDA ANDRADE MACEDO AROUCA CIPRIANO;12222-444
13887603;PAULA MOURA CARNEIRO AZEVEDO ALMEIDA AZENHA;3192-704
13889130;CRISTIANO BARBOSA AGUIAR FONSECA ALMADA;3437-504
13889284;CLAUDIO MATEUS BARBOSA ANDRADE LEAL;18188-48
13890111;CARMO AMADO ANDRADE DINIS CARDOSO;1405-48
13892381;CLAUDIO CUNHA FERRO EANES;15596-939
13892581;ANA CARRICO CARRASCO FARIAS BACELAR MATOS REGO;1555-224
13893176;MARISA AMORIM CALADO REGO CANECO;12052-857
13893530;CELSO CARRASCO LOPES DIAS MENDES BELCHIOR LEAL;1303-377
13894146;BASILIO SANTOS ALMADA QUEIROS FARIAS;4622-838
13894212;LEONOR CUNHA CARREIRA CUNHA;2818-5
13894747;DOLORES BARBOSA ALMADA MOURA VALBOM;5725-90
13895211;CRISTIANO MOREIRA BAPTISTA AZENHA CARRASCO;9251-640
13895553;LUCAS COELHO REGO ANDRADE;12090-161
13896316;DULCE BRITO TINOCO PERES DINIS LOBATO;11584-511
13899305;CRISTINA AMORA MATOS BAPTISTA;3834-640
13899364;FRANCISCA AMORA CALADO CARMONA ANDRADE;8873-724
13900691;BERNARDO FERREIRA QUEIROS NUNES AGUIAR;7353-836
13903485;VALDEMAR REGO BARROS ANDRADE;14898-96
13904539;DANIEL DIAS LOPES NOGUEIRA;7436-445
13909667;PEDRO REGO REGO SEQUEIRA SANTOS AZEVEDO;15823-95
13911077;BÓRIS BRITO QUEIROS CARREIRA AGUIAR CARREIRA;11520-860
13912042;MARIA REAL CARMONA PACHECO AROUCA;3487-475
13912498;CARLA CARVALHEIRA ANTUNES CLEMENTINO REAL RAMALHO LOPES;11195-991
13912513;BRUNO BARBOSA DOMINGOS LEAL;10624-150
13912622;CELINO MATOS AMORA VIVAS BELCHIOR MOTA;4345-147
13913508;ANA NOGUEIRA DIAS PACHECO MATEUS ROSADO AMORA;14788-205
13913674;HUGO PROENCA CASTRO EANES REGO ARANTES;6432-111
13915539;DULCINEIA CARDOSO LEAL PERES LEAL AMORA SEQUEIRA;12769-580
13917071;CLARICE CALADO CABRAL BARBOSA VALBOM LEAL SEIXAS;16001-422
13918715;FRANCISCA CASTANHEIRA REGO ALMADA;11389-183
13919105;CAMILO BOGAS ALMADA FERREIRA;7714-659
13919618;PAULO AMORIM LOBATO ALMEIDA LEAL;17883-793
13921073;BERNARDO ALMADA LEÃO CARMONA SEQUEIRA;3899-366
13921444;BASILIO AZENHA CLEMENTINO SOEIRO CARREIRA SANTOS;14177-774
13921596;RODOLFO BARBOSA BACELAR FONSECA;6541-942
13922866;CRISTIANO AMORIM EANES CARRICO;17185-106
13922923;EDUARDO COELHO CARMONA CASTANHEIRA LOBATO;16066-188
13923975;HUGO RAMALHO CALHEIROS NASCIMENTO AMADO AMADO VIVAS;5667-209
13924417;CLAUDIO FARIAS PINHEIRO BAPTISTA;4935-105
13926647;DORA MOURÃO COELHO CLEMENTINO CARRASCO;13326-273
13928490;CRISTIANA SANTOS LOPES RAMALHO AZEREDO ROSADO MARTINS;18482-455
13928858;MARIA BRITO LOPES CALADO;12754-955
13928984;JOANA MORENO PINTO NOGUEIRA;18796-299
13929487;DULCE MATEUS PERES SEQUEIRA;18561-796
13933946;EDUARDA CANECO ARANTES BRITO LOPES MARTINS;5294-314
13934316;CRISTIANO ROSADO PAREDES AROUCA AMORIM COELHO;14790-232
13935369;EDUARDA EANES FONSECA DINIS;11348-978
13939135;CRISTINA CALADO FERRO PAREDES CALHEIROS NOGUEIRA BELCHIOR;10331-601
13939693;DOLORES ANDRADE SOEIRO CARNEIRO FERRAZ;12434-942
13940988;CRISTIANA BAPTISTA PINHEIRO ANDRADE REGO ANDRADE CARRASCO;18357-448
13941049;BERNARDO CLEMENTINO PIRES DIAS ESTRELA PROENCA;13736-290
13941246;CARINA AMADO MACEDO SILVA BAPTISTA;7110-684
13942008;CLAUDIO BAPTISTA FONSECA AMORIM FONSECA;9712-10
13942403;DINA FERRAZ VALBOM CAIADO BARROS SEIXAS;18828-361
13947311;CRISTIANO CARMONA DINIS CALADO;11961-990
13949292;ANA AMADO SOEIRO ROSADO FERRAZ PERES FERREIRA;11155-671
13949307;HUGO REGUEIRA LOPES QUEIROS CIPRIANO SILVA MENDES;9520-863
13950415;CLARICE TINOCO CARMONA CARRICO;5551-176
13951435;FRANCISCO CLEMENTINO FERRAZ REGO RAMALHO NOGUEIRA;3336-39
13952733;CLAUDIO BELCHIOR AMADO REGUEIRA BACELAR CALHEIROS REAL;15982-614
13953132;ODETE BARROS CARNEIRO ARANTES MOTA PACHECO;1514-181
13954641;CLARICE MORENO AMORIM CALHEIROS CARRASCO;14108-677
13956286;DOLORES QUADROS MARTINS CIPRIANO;5229-773
13956916;CARMO LOPES MOTA EANES BAPTISTA;9701-386
13957091;LILIANA SEQUEIRA CARVALHEIRA BARROS CARVALHEIRA VALBOM;19521-800
13957382;LEONOR QUEIROS BRITO MOURÃO;14543-963
13960271;BÓRIS AROUCA SOEIRO BOGAS MOURA AMORIM;10787-390
13961993;MARISA CIPRIANO REGUEIRA ANDRADE;19459-957
13963505;LUIS CARVALHEIRA MENDES MOREIRA FERREIRA AGUIAR;4006-918
13963539;CRISTIANA CARVALHEIRA MOTA MOURÃO;16991-855
13963654;LUCAS PROENCA ANDRADE CANECO BACELAR;15912-569
13964604;DINA SANTOS ARANTES NUNES AMADO;11255-201
13964737;MARISA MARTINS SILVA ALMEIDA ROSADO REGO;10807-325
13965230;FRANCISCO CARNEIRO FONSECA DOMINGOS PROENCA;10510-610
13969227;CLAUDIO CLEMENTINO MENDES CARREIRA PROENCA;17034-449
13969231;CARLA COELHO MORA CANECO ANDRADE ALMADA;3924-37
13971177;ANA LOPES AMORA MORENO REGO AZEVEDO CLEMENTINO;9516-883
13975281;BERNARDO MOURA AZEVEDO MATOS;14225-139
13976428;CLARICE SEIXAS BRITO AMORIM LOBATO BELCHIOR;15382-744
13977268;CARINA PINHEIRO AMADO MARTINS FERRAZ;11183-277
13977854;CARMO CARRICO PROENCA LOBATO CALADO LEÃO;19663-77
13978175;DANIEL CAIADO FERRO NASCIMENTO LEAL;2974-983
13981415;CLOTILDE MATEUS CABRAL QUEIROS ANTUNES MORA;14061-920
13982829;CELINA NASCIMENTO EANES REGUEIRA;17776-324
13985066;DUARTE AGUIAR CUNHA MARTINS FERRAZ AMADO;9362-208
13985067;CATARINA AZEREDO FERREIRA BRITO;7288-862
13989723;HUGO NASCIMENTO NUNES AZEVEDO VIVAS REGO;18801-941
13989948;CAMILO AMADO AZEVEDO AGUIAR AGUIAR QUADROS;4412-62
13990560;DAVID BACELAR PROENCA CLEMENTINO FARIAS CARNEIRO;19820-90
13991037;CAMILO ANDRADE AMORIM CANECO;11800-328
13991817;CLOTILDE SOEIRO NUNES CARMONA REGO;10190-143
13992144;DUARTE MOURÃO CIPRIANO BRITO MOURÃO LEAL;8785-757
13995128;BRUNA NOGUEIRA FERREIRA LOBATO BRITO CIPRIANO CAIADO;12832-927
13996984;BERNARDO BARBOSA ANDRADE DINIS;11926-402
14000372;CELINO CANECO ALMEIDA DINIS;9862-991
14001058;MARISA BAPTISTA AMORIM BOGAS TINOCO NUNES TINOCO;10951-675
14001106;BÓRIS ALMADA TINOCO FERRAZ QUADROS;12721-746
14004848;DUARTE MORENO ROCHA BRITO PAREDES;16225-5
14007127;DAVID CALHEIROS BELCHIOR SEQUEIRA CASTANHEIRA MOREIRA;4192-917
14007323;PAULO CIPRIANO ANDRADE TINOCO CALHEIROS QUADROS;16499-538
14008465;DORA CASTRO ARANTES BRITO REGO ESTRELA;15197-717
14008571;CAMILO MOURA SOEIRO CASTRO ANTUNES REAL;16049-512
14009483;DULCE VIVAS SANTOS BAPTISTA BARBOSA REGO BAPTISTA;2012-959
14013312;CRISTINA PIRES MATOS ANTUNES;2797-635
14013509;BERNARDO COELHO QUADROS MARTINS ANDRADE MORA CIPRIANO;10692-507
14015372;VITOR MATOS REGUEIRA CUNHA PINTO VALBOM;4091-359
14015761;DAVID CASTRO AMORA SEQUEIRA CUNHA AROUCA MOREIRA;7573-619
14017215;PAULA CABRAL PAREDES CARDOSO SANTOS AZENHA;15108-585
14017567;SORAIA QUEIROS MOURÃO QUADROS CAIADO REGUEIRA CAIADO;19863-566
14019197;SORAIA CANECO VIVAS ANDRADE REGO;16588-859
14019608;BRUNO ALMEIDA BOGAS REAL QUADROS;4148-926
14020688;MARIA AGUIAR BARBOSA BARBOSA ESTRELA;3560-709
14020713;CRISTINA ARANTES CARMONA LEÃO;9938-506
14021746;HUGO ARANTES FERRAZ LOPES AGUIAR;2044-897
14023677;RITA MATEUS AMADO CARVALHEIRA;1155-363
14027583;PEDRO PAREDES FERREIRA CIPRIANO;2071-973
14028926;MARISA CABRAL MATOS AMADO AMORIM CALHEIROS MORA;15511-629
14029877;CRISTIANA FARIAS ROSADO CASTRO;2858-614
14030276;RITA NOGUEIRA CABRAL SEQUEIRA AROUCA LOBATO ARANTES;14489-977
14030440;ODETE AZEREDO EANES AMORA REGO AROUCA DOMINGOS;6541-193
14031631;DOLORES BACELAR CARMONA FARIAS CABRAL VIVAS;1654-128
14031764;DUARTE REAL LOBATO MOTA BRITO;6484-77
14032534;PAULA PROENCA MENDES DIAS CIPRIANO;10725-588
14032694;ALZINDA AROUCA PAREDES LOPES FONSECA;17658-346
14034595;CLARICE SILVA AMORIM CARNEIRO;11727-366
14035135;CRISTIANA CASTRO VALBOM QUADROS MOREIRA PIRES REGO;18499-505
14035543;CLAUDIO BRITO RAMALHO AROUCA PERES SEIXAS CARNEIRO;16042-203
14037470;JOANA PAREDES DIAS AZENHA;13167-833
14039397;DINA CARDOSO AZEVEDO NOGUEIRA PROENCA ROCHA;9266-802
14042735;PEDRO DIAS BAPTISTA NOGUEIRA CARRASCO MORENO;19931-281
14043461;EDUARDA MORA ARANTES BARROS SOEIRO SOEIRO;8455-706
14043605;EDUARDO REGUEIRA REGO CALHEIROS BARBOSA;8935-662
14043930;ANA PINHEIRO PIRES AZEREDO VIVAS;5881-956
14044952;CELINO ROCHA LEÃO MACEDO CARRICO ESTRELA ALMADA;7360-660
14047495;CLOTILDE BRITO LEAL MOURÃO CUNHA ALMEIDA;2773-751
14048128;EDUARDO CLEMENTINO CAIADO MORA ANDRADE LEÃO;10078-743
14049957;CAMILO PIRES ALMADA BAPTISTA CABRAL;13768-231
14051098;DULCINEIA BAPTISTA CABRAL SEIXAS;19232-81
14051358;DANIEL DIAS CASTRO MOTA VALBOM REGO;19552-276
14053065;ALZINDA AZENHA CARNEIRO LOPES BOGAS AZEVEDO CALHEIROS;12576-60
14065195;RICARDO AMORIM CAIADO DOMINGOS;9734-779
14066308;RICARDO MATOS CANECO PERES AZEVEDO CARREIRA DIAS;2124-29
14068153;CRISTIANA PACHECO QUADROS AMORIM;7097-983
14070902;CARLA TINOCO MOREIRA NASCIMENTO;1419-182
14073342;FRANCISCO MATOS FERRAZ BACELAR ESTRELA;3859-315
14073633;EDUARDA CANECO LOBATO MOURÃO REGO MOURA;14370-863
14077081;BRUNO EANES PROENCA CARMONA;17114-733
14077230;ODETE LEAL CLEMENTINO SEIXAS CAIADO AMADO;10735-834
14077943;CRISTIANO LEÃO BARBOSA PAREDES CIPRIANO;6785-69
14078291;LUIS AMORIM NUNES CARDOSO;19970-593
14080900;ANA MOREIRA RAMALHO AMORA ANDRADE COELHO CARREIRA;11168-209
14080956;HUGO SILVA REGUEIRA CARNEIRO QUADROS PACHECO;16138-915
14081911;BRUNO SANTOS FONSECA MOREIRA;14868-363
14085005;DINA CASTRO ROCHA MOTA;17902-535
14087773;CRISTINA PERES LEÃO CARRASCO CARMONA FERREIRA SEQUEIRA;18122-625
14090127;CLAUDIO PINTO PAREDES PIRES BOGAS CARMONA RAMALHO;11146-662
14090358;CATARINA AZEREDO CAIADO CIPRIANO FERRAZ AMADO;12653-237
14092098;BRUNA REGUEIRA BOGAS QUEIROS;1715-245
14093776;HUGO ROSADO PIRES MACEDO;6006-722
14093978;MARIA MOTA SOEIRO QUEIROS BARBOSA;2168-865
14097127;CELSO CALHEIROS REGO FERRO SEIXAS SOEIRO;16952-317
14097155;FRANCISCO FONSECA FERREIRA FONSECA;6761-411
14097445;VITOR MOURÃO VALBOM CASTANHEIRA MOURA SOEIRO BELCHIOR;7775-620
14098267;CRISTINA ROCHA SANTOS FARIAS MATEUS ROSADO BOGAS;14781-364
14098269;RITA MATEUS BOGAS LOPES FARIAS CARVALHEIRA;17682-573
14099417;BERNARDO MORENO MOURA CARNEIRO NOGUEIRA SEQUEIRA CUNHA;7689-1
14100328;CRISTIANO SOEIRO CARRASCO REGO BELCHIOR CASTANHEIRA;14693-659
14101151;DANIEL PACHECO LOBATO CUNHA;12514-309
14101284;DULCINEIA COELHO REAL BRITO CABRAL;14353-886
14103137;BÓRIS CARREIRA FERRAZ REAL CAIADO LEÃO MENDES;13860-691
14106738;LUIS REGO MORENO AMORIM;7994-945
14106794;PAULA ANDRADE PACHECO MORENO;11040-499
14107472;ALZINDA SOEIRO CUNHA AMORA VIVAS;17604-689
14107642;CATARINA CANECO PAREDES BAPTISTA QUADROS FERRO;12239-218
14107939;VITOR CUNHA BACELAR NUNES;9958-967
14108345;CELSO REGO COELHO CLEMENTINO BARROS BARBOSA AZEREDO;4163-824
14108389;ODETE CLEMENTINO AMADO DIAS ESTRELA CAIADO;8343-729
14108451;BASILIO FARIAS FERRAZ AMADO ANDRADE PINTO;3146-834
14108913;DANIEL LEÃO PERES MORENO;12294-596
14112593;ODETE MARTINS CARVALHEIRA MACEDO CARMONA;2382-105
14112692;CLARICE CALHEIROS MATEUS SEQUEIRA CARREIRA;3091-431
14114708;LUIS ESTRELA SEIXAS MATOS FONSECA;15835-358
14120023;SILVIA BACELAR CARDOSO CLEMENTINO;14742-486
14121334;EDUARDO DOMINGOS REGO PAREDES CABRAL REGUEIRA;14963-945
14121529;PAULO ANTUNES ARANTES MENDES;14215-325
14122150;MARIA DIAS PINTO PROENCA;6953-182
14124976;VALDEMAR AZEVEDO BAPTISTA ALMADA DIAS FARIAS AMORIM;16249-658
14126310;CRISTIANO SOEIRO MACEDO CARRASCO;14767-295
14127995;CARMO REGO MOTA COELHO;17833-623
14132078;CELINA PINTO LEÃO CARRASCO MENDES REGO;5258-75
14133395;CARLA MORA PERES SEQUEIRA MOURA;6785-320
14133867;CARLA AROUCA CARREIRA CARRICO;12068-767
14133964;BASILIO VIVAS MATOS BOGAS;14869-404
14137792;ALZINDA PINTO ROCHA VALBOM REAL MARTINS;4478-66
14138460;CATARINA ROSADO ANDRADE CALADO DINIS BOGAS ANTUNES;10562-396
14143043;CELINA QUADROS BARBOSA BRITO AROUCA;15849-508
14143476;CARLA MOREIRA CABRAL PACHECO CASTRO MATOS RAMALHO;14618-649
14148930;CLARICE BACELAR BAPTISTA FERRAZ CASTRO REGO;18563-655
14149884;ALZINDA LEÃO NASCIMENTO PINTO SILVA CARNEIRO FERRO;3440-763
14150975;CLOTILDE CALHEIROS MORENO FARIAS SILVA;18504-831
14152175;RODOLFO EANES SEQUEIRA BAPTISTA MOTA CALADO MARTINS;5168-410
14152558;BASILIO MOTA CARRASCO CARMONA NUNES;12353-418
14153204;SORAIA FONSECA AZENHA MOURA MORA;7083-601
14153740;CELINO SEQUEIRA ALMADA SEQUEIRA MOTA CABRAL BACELAR;2607-605
14154779;CLARICE CARREIRA ALMEIDA AROUCA ROSADO;4081-44
14155045;CARINA ALMADA CARNEIRO ESTRELA CANECO;9566-930
14155347;ODETE FERREIRA ESTRELA QUEIROS;14071-626
14155575;SORAIA REGO MENDES PROENCA DOMINGOS;10441-894
14157678;BERNARDO CASTRO CARMONA CAIADO LEAL PERES LEAL;1715-515
